tag	type	text
3442	T	<par><plainlatinform>HPTB p. 317</plainlatinform> cites a WT form <latinform>sŋag</latinform> glossed as &apos;voice/sing&apos;, but this form does not appear as such in Jäschke 1881, where a verb <latinform>sŋak-pa</latinform> glossed &apos;to sing praises&apos; is cited (p. 136).</par>
3442	F	<par><hanform>諤</hanform> OC <latinform>*ngɑ̂k</latinform>, GSR #788k ‘speak frankly’; B &amp; S 2011: <latinform>*ŋˁak</latinform>; Mand. <latinform>è</latinform>.<br /><hanform>語</hanform> OC <latinform>*ngi̯o</latinform>, GSR #58t-u ‘speak’; Schuessler 2007: 588 <latinform>*ŋaʔ</latinform>; B &amp; S 2011: <latinform>*ŋaʔ {ŋ(r)aʔ}</latinform>; Mand. <latinform>yǔ</latinform>.<br /><hanform>言</hanform> OC <latinform>*ngi̯ɑ̆n</latinform>, GSR #251a-d &apos;speak, speech, talk&apos;; Schuessler 2007:588 <latinform>*ŋan</latinform>; B &amp; S 2011: <latinform>*ŋan {ŋa[n]}</latinform>; Mand. <latinform>yán</latinform>.</par>
3415	T	"<par>This root is reconstructed for SE Kiranti. A previous reconstruction by Baxter for Chinese <hanform>手</hanform> looks quite similar to these Kiranti forms, see <xref ref=""731"">#731</xref> for more discussion on this Chinese comparandum. Baxter and Sagart&apos;s more recent reconstruction is OC <reconstruction>*n̥uʔ</reconstruction>.</par><par>This root bears a slight resemblance to <xref ref=""712"">#712</xref>, but seems distinct from it.</par>"
773	T	"<par>D. Solnit has recently (in prep.) reconstructed this root with a velar final (as <latinform>*ɗek OR *ɗik</latinform>).</par><par>It is also not excluded that these Karen forms derive ultimately from <xref ref=""699"">#699</xref>.</par>"
2227	T	<par>This root is reconstructed for &apos;Proto-Kuki-Naga&apos; in STC p. 68.</par>
2603	F	<par><hanform>連</hanform> OC <latinform>*li̯ɑn</latinform>, GSR #213a; Mand. <latinform>lián</latinform>.<br /><hanform>聯</hanform> OC <latinform>*li̯ɑn</latinform>, GSR #214a; Mand. <latinform>lián</latinform>.</par>
2603	T	<par>This root is reconstructed as <latinform>*s-ren</latinform> in STC #346. HPTB:422 sets up a similar root <latinform>*g-ral</latinform> on the basis of WT <latinform>gral</latinform> &apos;equal, line up, connect in a row&apos;, which was directly compared to GSR #213a and 214a, but this was probably inadvisable. The further relationships of this Tibetan form remain to be worked out.</par>
2279	T	<par>The nasal suffix is set up on the testimony of WB, and perhaps reflects the &quot;collective&quot; suffix that appears in several other animal names (see STC pp. 157-158, no. 428; also HPTB p. 447).</par>
2279	F	<par><hanform>烏</hanform> OC <latinform>*ʔo</latinform>, GSR #61a &apos;crow, raven&apos;; Schuessler 2007:217 <latinform>*ʔâ</latinform>; B &amp; S 2011: <latinform>*qˁa</latinform>; Mand. <latinform>wū</latinform>.<br /><hanform>鴉</hanform> OC <latinform>*ʔå</latinform>, GSR #37h &apos;crow, raven&apos;; Schuessler 2007:217 <latinform>*ʔa</latinform>; B &amp; S 2011: <latinform>*qˁra</latinform>; Mand. <latinform>yā</latinform>.<br /><hanform>鸒</hanform> OC <latinform>*zi̯o</latinform>, GSR #89k &apos;jackdaw&apos;; B &amp; S 2011: <latinform>*m-qa-s {m-q(r)a-s}</latinform>; Mand. <latinform>yù</latinform>.</par>
302	F	<par>Note WT <latinform>bung</latinform> &apos;bee&apos; ≠ WT <latinform>sbrang</latinform> &apos;bee, fly&apos; (Coblin).</par><par><hanform>蜂</hanform> OC <reconstruction>*pʼi̯ung</reconstruction>, GSR #1197s-t ‘bee’; B &amp; S 2011: <reconstruction>*pʰoŋ {pʰ(r)oŋ}</reconstruction>; Mand. <latinform>fēng</latinform>.</par>
1619	F	<par>GSR #40 (not)</par>
220	T	"<par>This root is promising, but further confirmation would be welcome.</par><par>Contra DL:1130, there does not seem to be a connection between this root and <xref ref=""2102"">#2102</xref>.</par>"
1172	T	<par>This etymon is set up in STC #278 (and note 201), where the Tibetan, Jingpho, and rGyalrong forms are cited.</par>
1172	T	"<par>Possibly to be compared with this etymon is Chinese <hanform>卵</hanform> (Mand. <latinform>luǎn</latinform>) &apos;ovum; egg; spawn&apos;, perhaps with the collective <reconstruction>*-n</reconstruction> suffix. See note under <xref ref=""3438"">#3438</xref> for an alternative etymology.</par>"
3337	T	"<par>This etymon seems distinct from <xref ref=""1288"">#1288</xref>.</par>"
3423	T	<par>This allofam is only shakily attested. The Spiti and Ergong forms look parallel, and it is possible that the latter is a borrowing from a western Tibetan dialect (no similar form has been uncovered in Written Tibetan). The fit between the Hayu form and the others is excellent.</par>
7709	T	"<par>This root seems to be a variant of <xref ref=""7683"">#7683</xref>. See also the resemblant root <xref ref=""1643"">#1643</xref>.</par>"
1815	T	<par>This root seems to be of extremely limited distribution, so far having turned up only in the Western Kiranti group (Bahing, Sunwar). Michailovsky also cites Bahing <latinform>bloept-</latinform> and Sunwar <latinform>broyM-</latinform>, which are perhaps related.</par>
2717	T	<par>Although this root is so far sparsely attested, it looks solid, with a good correspondence between Jingpho and Written Burmese.</par>
5039	F	<par><hanform>池</hanform> OC <latinform>*d’iɑ</latinform>, GSR #4t &apos;pond, pool; moat&apos;; Schuessler 2007:187 <latinform>*d-lai</latinform>; B &amp; S 2011: <latinform>*Cə.lraj</latinform>; Mand. <latinform>chí</latinform>.</par>
5450	T	"<par>It is possible that this etymon is related to <xref ref=""2138"">#2138</xref>.</par>"
1104	T	<par>Proto-Kiranti reflects an allofam with a velar suffix. The Maru form <latinform>ŋuk³¹</latinform>, on the other hand, shows the regular Maru reflex <latinform>-uk</latinform> of PTB <latinform>*-əw</latinform>, as discovered by Burling (1966). (In a parallel manner, Maru <latinform>-it</latinform> is the regular reflex of PTB <latinform>*-əy</latinform>.)</par>
1104	F	"<par>Cf. comparanda for <xref ref=""2142"">#2142</xref>.</par>"
260	I	<par>Jingpho supporting forms not in db (see HPTB p.250).</par>
260	T	<par>The Lahu voiced initial reflects the nasal prefix still overtly present in the Jingpho form.</par>
671	F	<par><hanform>霰</hanform> OC <latinform>*siɑn</latinform>, GSR #156d &apos;sleet&apos;; Schuessler 2007:530 <latinform>*sêns</latinform>; B &amp; S 2011: <latinform>*sˁen-s {[s]ˁe[n]-s}</latinform>; Mand. <latinform>xiàn</latinform>.</par>
2325	F	<par><hanform>堀</hanform> OC <latinform>*k’wət</latinform>, GSR #496p; B &amp; S 2011: <latinform>*kʰˁut {[kʰ]ˁut}</latinform>; Mand. <latinform>kū</latinform>.<br /><hanform>搰</hanform> OC <latinform>*g’wət</latinform>, GSR #486c &apos;dig out&apos;; Schuessler 2007:327 <latinform>*gût</latinform>; B &amp; S 2011: <latinform>*ɡˁut {[ɡ]ˁut}</latinform>; Mand. <latinform>hú</latinform>.<br /><hanform>掘</hanform> OC <latinform>*g’i̯wət</latinform>, GSR #496s; B &amp; S 2011: <latinform>*ɡot {[ɡ]ot}</latinform>; Mand. <latinform>jué</latinform>.</par>
2325	T	<par>Both the open syllable and stopped variant are well attested. This root was formerly reconstructed as <latinform>*r-ko-t ⪤ *r-go-t</latinform>.</par>
2620	T	<par>The m- prefix is attested in Jingpho, while the s- prefix is attested in Nungic.</par>
2445	F	<par><hanform>米</hanform> OC <reconstruction>*miər</reconstruction>, GSR #598a-c; B &amp; S 2011: <reconstruction>*C.mˤijʔ</reconstruction>; Mand. <latinform>mǐ</latinform>.</par>
1863	T	"<par>This root is widespread in Naga languages, where it is always accompanied by a labial prefix. The Tamangic cognates show no evidence of the prefix. This etymon seems unrelated to <xref ref=""1864"">#1864</xref>.</par>"
1624	T	<par>This etymon is very well attested in the NE Indian Areal Group, Lolo-Burmese, and Jingpho, with possible cognates also in Himalayish. STC (p. 96) recognizes a &apos;masculine suffix&apos; <reconstruction>*-la</reconstruction>, &quot;used with words for animals (in Tsangla, Digaro, Nung, Kachin, Burmese-Lolo, Konyak, Garo-Bodo, Mikir, and Meithei)&quot;.</par>
1624	T	"<par>Strangely enough, there is a homophonous root <xref ref=""5493"">#5493</xref> with the antonymous meaning FEMALE / DAUGHTER. Cf. Benedict 1981, 1991.</par>"
3550	T	"<par>It seems that this is a separate root from <xref ref=""5688"">#5688</xref>.</par>"
1855	I	<par>moved from chapter 9.3.3.1.</par>
1855	T	"<par>This root is very likely related to <xref ref=""163"">#163</xref>, although further confirmation would be welcome.</par>"
6411	T	<par>The two syllables in this binome seem to occur in either order in Tani languages.</par>
2142	T	<par>This root is solid, although it has a clearly onomatopoetic element to it.</par>
2142	F	<par><hanform>呼</hanform> OC <latinform>*χo</latinform>, GSR #55h &apos;call out, shout, summon&apos;; B &amp; S 2011: <latinform>*qʰˁa</latinform>; Mand. <latinform>hū</latinform>.<br /><hanform>號</hanform> OC <latinform>*g’og</latinform>, GSR #1041p-q &apos;cry out, command&apos;; B &amp; S 2011: <latinform>*C.ɡˁaw {[C.ɡ]ˁaw}</latinform>; Mand. <latinform>háo</latinform>.<br /><hanform>嚆</hanform> OC <latinform>*χŏg</latinform>, GSR #1129b&apos; &apos;make noise&apos;; Mand. <latinform>hāo</latinform>.<br /><hanform>嚎</hanform> OC (not in GSR #1129; probably <latinform>*χŏg</latinform>) &apos;howl, bawl&apos;; Mand. <latinform>háo</latinform>.<br /><hanform>呴</hanform> <hanform>呵</hanform> <hanform>嗷</hanform></par>
3584	T	"<par>This etymon was originally set up as <reconstruction>*tsyuːŋ</reconstruction> in STC #390, on the basis of Lushai (Mizo), Bodo, and Dimasa forms. Benedict later revised this to <reconstruction>*tuːŋ</reconstruction> (STC n. 63, p.17), and specifically banished WT <latinform>gźuŋ</latinform> as probably not cognate. This reconstruction was also adopted in HPTB pp. 287, 310. It seems clear that the most ancient version of this root had a simple or palatalized dental stop, as witnessed by the certain Chinese cognate <hanform>中</hanform> GSR #1007a-e <latinform>ti̯ông/t̑i̯ung</latinform> &apos;middle&apos;  (see below). From an early date, however, many languages developed a sibilant or affricate initial before this medial vowel <latinform>-u-</latinform>, in a manner reminiscent of a phenomenon in modern Japanese, where the phonemic syllable /tu/ has come to be pronounced [tsɯ]. The same variation between stop and (af)fricate initials before <latinform>-u-</latinform> is to be found in &apos;mortar&apos; PTB <reconstruction>*(t)sum</reconstruction>, with most reflexes pointing unambiguously to PTB <reconstruction>*tsum</reconstruction> (e.g. WB <latinform>chum</latinform>, Lahu <latinform>chɛ</latinform>, Lushai (Mizo) <latinform>sum</latinform>), while Jingpho <latinform>thùm</latinform> reflects <reconstruction>*tum</reconstruction>. See also <xref ref=""526"">#526</xref>.</par><par>For convenience I am here assigning the reflexes of this etymon into two allofamic roots, according to whether they have retained a stop initial (<xref ref=""3447"">#3447 </xref>) or have undergone initial frication (<xref ref=""1628"">#1628 </xref>).</par><par>The semantic range of this word-family includes the notion of CENTER (as does the phonologically unrelated root <xref ref=""517"">#517</xref> [q.v.]).</par><par>The <reconstruction>*-u- ⪤ *-wa-</reconstruction> variation posited for this root is paralleled in several other etyma, e.g. <xref ref=""2009"">#2009</xref>, <xref ref=""359"">#359</xref>, and <xref ref=""2379"">#2379</xref>. (See HPTB:513-514.) This variation parallels the <reconstruction>*-i- ⪤ *-ya-</reconstruction> alternation found in a number of roots, notably <xref ref=""33"">#33</xref>.</par>"
602	T	<par>This root has so far only been unearthed in the relatively obscure Asakian branch of Tibeto-Burman.</par>
142	T	<par>A Proto-Karenic form has yet to be reconstructed.</par>
2615	T	"<par>This etymon bears some resemblance to <xref ref=""3564"">#3564</xref>, but should be kept distinct.</par><par>A couple of forms have apparently acquired a labial prefix: cf. Garo <latinform>ak-brit-a</latinform> and Gurung <latinform>wre◦baq</latinform> &apos;scratch&apos;.</par>"
5746	T	<par>The distribution of this form makes it look like a probable loan. This etymology is due to Liberty Lidz.</par>
5007	F	"<par><hanform>冘</hanform> OC <latinform>*d’i̯əm</latinform>, GSR #656a &apos;walk (v.)&apos;; Schuessler 2007:572 <latinform>*ləm</latinform>; Mand. <latinform>yín</latinform>.</par><par><latinform>Comment:</latinform> This comparandum is suggested by Schuessler (ibid.), who also relates <hanform>冘</hanform> <latinform>yín</latinform> to <xref ref=""1017"">#1017</xref>.</par>"
5485	F	<par><hanform>髓</hanform> OC <latinform>*swiɑ</latinform>, GSR #11h &apos;marrow&apos;; Schuessler 2007:485 <latinform>*soiʔ</latinform>; B &amp; S 2011: <latinform>*s-lojʔ</latinform>; Mand. <latinform>suǐ</latinform>.</par>
2393	T	<par>This root seems certainly to be an old loanword from Mon-Khmer. For details, see <plainlatinform>STC p. 72, n. 225</plainlatinform>. It has also been borrowed into Chinese and Hmong-Mien. See <plainlatinform>HPTB p. 263</plainlatinform>.</par><par>Both Karenic and Jingpho have binomes of the form <latinform>laŋ + da</latinform>, the latter element of obscure origin.</par>
2393	F	"<par><hanform>鷹</hanform> OC <latinform>*ʔi̯əng</latinform>, GSR #890a-c &apos;eagle, falcon&apos;; Coblin 86:76 <latinform>*lang</latinform>; Schuessler 2007:574 <latinform>*ʔəŋ</latinform>; B &amp; S 2011: <latinform>*qəŋ {[q](r)əŋ}</latinform>; Mand. <latinform>yīng</latinform>.</par><par>There is an apparent Chinese doublet with stopped final: OC <latinform>*di̯ək</latinform> ~ <latinform>*i̯ək</latinform> &apos;hawk, kite&apos; (see <plainlatinform>STC</plainlatinform> n. 225, p. 72). Cf. also <xref ref=""7343"">#7343</xref>.</par>"
6950	T	<par>This root is firmly established for Tangkhulic, but the putative cognates are scattered and require confirmation.</par>
665	T	"<par>STC makes an artificial distinction between two groups of forms, one reconstructed <reconstruction>*kor</reconstruction> &apos;valley; pit; cave&apos; (#349) and the other <reconstruction>*kwar</reconstruction> &apos;hole&apos; (#350), here combined into a single etymon. This etymon is widely distributed in the NE Indian Areal Group, with scattered cognates elsewhere (Himalayish, Qiangic, Nungish, Bai). It appears as the last syllable in compounds referring to orifices of the body, especially EAR, NOSTRIL, ANUS, and VAGINA; occasionally also in compounds for EYE.</par><par>Sometimes, however, a similar morpheme appears as a monosyllable or as the first syllable in a compound; these cases I refer to a separate (but perhaps allofamically related) etymon <xref ref=""3558"">#3558</xref>, with the specific meaning EAR. A key form here is Kom Rem <latinform>kōr khur</latinform> &apos;ear canal&apos;, with the structure <xref ref=""3558"">#3558</xref> + <reconstruction>*kor</reconstruction>.</par><par>While I occasionally reconstruct <latinform>*kwar</latinform> for the second syllables of compounds meaning EYE (e.g. Wancho <latinform>mək-<emph>ər</emph></latinform>), there is a group of Bodo-Garo forms meaning EYE where I set up a separate (but again perhaps allofamic) etymon <xref ref=""3557"">#3557</xref>, with the specific meaning EYE. Compare Bodo <latinform>ha-khor</latinform> &apos;hole, valley&apos; vs. <latinform>me-gon</latinform> &apos;eye&apos;; Garo <latinform>ging-kol</latinform> &apos;nostril&apos; vs. <latinform>mik-on</latinform> &apos;eye&apos;. There is also some evidence from Monpa Tsangla for the independence of this etymon and <xref ref=""3557"">#3557</xref>: <latinform>miŋ-khor</latinform> &apos;eye&apos; vs. <latinform>miŋ-khoŋ-(taŋ)</latinform> &apos;eye (&lt; <xref ref=""682"">#682</xref> + <xref ref=""3557"">#3557</xref>).</par><par>This etymon may well be related to <xref ref=""5748"">#5748</xref>, the common core of meaning perhaps residing in the round appearance of many holes (cf. WT <latinform>kor</latinform> &apos;round, circular hollow in the ground, pit&apos;).</par><par>It is often difficult to distinguish reflexes of this etymon from those of <xref ref=""820"">#820</xref>, especially with respect to Loloish and Qiangic. More than one allofam are evidently involved; cf. e.g. Lahu <latinform>qhɔ</latinform> &apos;inside; hole&apos; ⪤ <latinform>qō</latinform> &apos;hollow object&apos;.</par>"
665	F	<par><hanform>窾</hanform> OC <reconstruction>*kʼwɑ̂n</reconstruction>, GSR #162b &apos;hole, opening&apos;; Schuessler 2007:338; Mand. <latinform>kuǎn</latinform>.<br /><hanform>貫</hanform> OC <latinform>*kwɑ̂n</latinform>, GSR #159a &apos;pierce, pass through&apos;; Schuessler 2007:338; B &amp; S 2011: <latinform>*kˁon {kˁo[n]}</latinform>; Mand. <latinform>guàn</latinform>.</par>
3345	T	<par>This poorly attested root is not reconstructed in VanBik (2009).</par>
3488	T	"<par>This etymon, which appears quite distinct from <xref ref=""1654"">#1654</xref>, seems to be confined to Himalayish. It is perhaps to be identified with <xref ref=""3480"">#3480</xref>.</par><par>The cognacy of the Ao and Tangkhul forms remains speculative.</par>"
5753	T	<par>This root was originally reconstructed as PLB <reconstruction>*Ndzaŋ²</reconstruction> in LTSR:15, before the Written Burmese cognate was noted.</par>
3514	F	<par><hanform>勃</hanform> OC <latinform>*b’wət</latinform>, GSR #491b &apos;powdery (of soil)&apos;; Schuessler 2007:171 <latinform>*bôt</latinform>; Mand. <latinform>bó</latinform>.<br /><hanform>灰</hanform> OC <latinform>*χwəg</latinform>, GSR #950a &apos;ashes; charcoal; dust&apos;; Schuessler 2007:286 <latinform>*xwə̂</latinform>; Mand. <latinform>huī</latinform>.</par>
32	T	<par>Chinese character; STC #485; LTSR #123 (PLB <reconstruction>*C-sak¹</reconstruction>); GSR 925a <reconstruction>*si̯ək</reconstruction>; WTF pp.462-3.</par>
32	T	<par>For now, Karenic syllables <latinform>θaʔ</latinform> etc. have been assigned to this etymon. But note that the tones are different; compare Jones sets #150 BREATH(E) [pp. 124-5] and #410 CHEST [pp. 140-1].</par>
32	F	<par><hanform>息</hanform> OC <latinform>*si̯ək</latinform>, GSR #925a; Coblin 86: <latinform>*sjək</latinform>; B &amp; S 2011: <latinform>*sək</latinform>; Mand. <latinform>xí</latinform>. S523</par>
32	T	<par>The basic meaning of this root is the &quot;breath of life&quot; with semantic extensions into HEART (as locus of the life force), CHEST (as locus of the heart), or AIR / STEAM / VAPOR.</par>
32	I	<par>Support for nasal prefix only in Jingpho?</par>
2426	F	<par><hanform>易</hanform> OC <latinform>*di̯ĕg</latinform>, GSR #850a-e &apos;easy&apos;; Schuessler 2007:569 <latinform>*leks</latinform>; B &amp; S 2011: <latinform>*lek-s</latinform>; Mand. <latinform>yì</latinform>.</par>
5591	F	<par><hanform>咠</hanform> OC <latinform>*ts’i̯əp</latinform>, GSR #688a; Mand. <latinform>qì</latinform>.</par>
6043	T	<par>We are positing a rare instance of metathesis in this root. The well-attested etymon for EIGHT, <latinform>b-r-gyat ⪤ (b-)g-ryat</latinform>, is assumed to illustrate a similar variational pattern. </par>
5572	T	<par>On the basis of the Akha doublet <latinform>po HS</latinform> &apos;roll over, search for&apos; and <latinform>pyaw ̂</latinform> &apos;turn over, be twisted&apos;, two separate allofamic roots were reconstructed in <plainlatinform>LTSR ##19-20</plainlatinform> and in <plainlatinform>HPTB pp. 337, 369</plainlatinform>. However, it now seems better to simply combine them. The Akha doublet is handled by positing a variant with medial <latinform>-y-</latinform>. Further accurately transcribed Loloish forms will clarify this etymology.</par>
5572	F	<par><hanform>覆</hanform> OC <latinform>*pʼi̯ôk</latinform>, GSR #1034m &apos;turn over, overthrow&apos;; Schuessler 2007:246 <latinform>*phuk</latinform>; B &amp; S 2011: <latinform>*pʰuk {pʰ(r)uk}</latinform>; Mand. <latinform>fù</latinform>.</par>
5445	T	"<par>This root bears a resemblance to <xref ref=""5722"">#5722</xref>, although the vocalic reflexes of the latter are not easily derivable from <latinform>*-an</latinform> or <latinform>*-at</latinform>.</par>"
7252	I	"<par>from <xref ref=""1600"">#1600</xref> ?</par>"
83	I	<par>Forms from BM?</par>
3374	T	"<par>This root has so far been identified only in a few languages of the NE Indian Areal Group, though there is a possible Dumi (Himalayish) cognate. Several languages (Kom Rem, Meithei, Moyon) have compounds where this root occurs as second element, after a syllable <latinform>səŋ-/sʌŋ-</latinform>. This latter element bears a resemblance to <xref ref=""3431"">#3431</xref>, below.</par>"
3374	T	<par>This root was reconstructed as <reconstruction>*kom</reconstruction> in TBRS: #64.</par>
1704	T	<par>This root is best attested in Kiranti, with a likely Tujia cognate and a good Chinese comparandum.</par><par>The final nasal in the first syllable of Yakha <latinform>hom maː</latinform> &apos;drink&apos; is due to assimilation to the initial nasal of the second syllable.</par>
1704	F	<par><hanform>吸</hanform> OC <latinform>*χi̯əp</latinform>, GSR #681j &apos;breathe, inhale, suck in, absorb&apos;; Coblin 86:98 ST <latinform>*rngjup </latinform> &gt; OC <latinform>*hngjəp</latinform>; Schuessler 2007:522 <latinform>*hŋəp</latinform> ~ <latinform>*həp</latinform>; B &amp; S 2011: <latinform>*qʰəp {qʰ(r)[ə]p}</latinform>; Mand. <latinform>xī</latinform>.</par><par><hanform>欱</hanform> OC (not in GSR #675); B &amp; S 2011: <latinform>*qʰˤəp {qʰˤ[ə]p}</latinform>; Mand. <latinform>hē</latinform>.</par>
5588	F	<par><hanform>哭</hanform> OC <latinform>*k’uk</latinform>, GSR #1203a; B &amp; S 2011: <latinform>*kʰˁok {[kʰ]ˁok}</latinform>; Mand. <latinform>kū</latinform>.</par>
236	T	<par>This etymon appears mostly in the North Assam area, with a striking cognate in rGyalrong.</par>
3574	T	"<par>The stars are scattered spots of light in the night sky; see Matisoff 1980, &quot;Stars, Moon and Spirits&quot;.</par><par>This root is quite separate from <xref ref=""5404"">#5404</xref>.</par>"
3574	F	<par><hanform>哆</hanform> OC <latinform>*t̂’iɑ</latinform>, GSR #3k &apos;large&apos;; Schuessler 2007:187 <latinform>*k-hlaiʔ</latinform>; B &amp; S 2011: <latinform>*t-l̥ajʔ {[t-l̥]Ajʔ}</latinform>; Mand. <latinform>chǐ</latinform>.<br /><hanform>移</hanform> OC <latinform>*t̂’iɑ</latinform>, GSR #3q &apos;enlarge&apos;; Schuessler 2007:187 <latinform>*k-hlaiʔ</latinform>; B &amp; S 2011: (<latinform>*t-l̥ajʔ</latinform>); Mand. <latinform>chǐ</latinform>.<br /><hanform>侈</hanform> OC <latinform>*t̂’iɑ</latinform>, GSR #3i &apos;great; extravagant, overbearing&apos;; Schuessler 2007:187 <latinform>*k-hlaiʔ</latinform>; B &amp; S 2011: <latinform>*t-l̥ajʔ</latinform>; Mand. <latinform>chǐ</latinform>.<br /><hanform>離</hanform> OC <latinform>*liɑ</latinform>, GSR #23f &apos;leave, depart from; divide, distribute&apos;; Schuessler 2007:348 <latinform>*rai</latinform>; B &amp; S 2011: <latinform>*raj {[r]aj}</latinform>; Mand. <latinform>lí</latinform>.<br /><hanform>離</hanform> OC <latinform>*liɑ</latinform>, GSR #23f &apos;be separated from, differ from&apos;; Schuessler 2007:348 <latinform>*raih</latinform>; B &amp; S 2011: <latinform>*raj-s {[r]aj-s}</latinform>; Mand. <latinform>lì</latinform>.</par>
1288	T	"<par>This extremely widespread etymon seems distinct from <xref ref=""3337"">#3337</xref>. A number of languages have developed a dental or palatal nasal through the influence of a following yod or front vowel. A similar development has occurred in roots like <xref ref=""33"">#33</xref>.</par>"
1288	I	"<par>KVB (pc to dwbruhn, 8/21/12) now suspects that a PKC prefix may have distinguished this root from <xref ref=""2136"">#2136</xref>.</par>"
1288	F	<par><hanform>尾</hanform> OC <latinform>*mi̯wər</latinform>, GSR #583a-b; B &amp; S 2011: <latinform>*məjʔ {[m]əjʔ}</latinform>; Mand. <latinform>wěi</latinform>.</par>
1288	I	<par>supporting forms need to be distributed among allofams</par>
1739	F	<par><hanform>吹</hanform> OC <latinform>*t̂’wiɑ</latinform>, GSR #30a; B &amp; S 2011: <latinform>*tʰoj</latinform>; Mand. <latinform>chuī</latinform> &apos;blow (wind); play (wind instrument)&apos;.</par>
1739	T	<par>This promising root has so far only been identified in Loloish and Chinese.</par>
6257	T	<par>The takin (/<latinform>ˈtɑːkɪn</latinform>/; <emph>Budorcas taxicolor</emph>; Tibetan: ར་རྒྱ་, Wylie: ra rgya), also called cattle chamois or gnu goat, is a goat-antelope found in the eastern Himalayas. Mitochondrial research shows the takin is related to sheep; its similarity to the muskox is an example of convergent evolution. The takin is the national animal of Bhutan. <footnote> cited from Wikipedia: http://en.wikipedia.org/wiki/Takin</footnote></par>
2119	T	<par>This root has only been found in a couple of languages of the Deng group, and is in dire need of further confirmation.</par>
3332	T	"<par>This etymon, although nowhere near as widespread as <xref ref=""1288"">#1288</xref>, seems quite valid, despite its rather scattered distribution. The velar prefix is found in Tshona.</par>"
310	T	"<par>A few languages (Qiang, Bai) have a labial semi-vowel, but this might be secondary, in view of a similar tendency to labialize velar onsets in languages like Lisu: cf. e.g. BITTER <xref ref=""229"">#229 </xref>, Lisu <latinform>khwa²¹</latinform>.</par><par>The first syllable of Chang <latinform>ku khu</latinform> might also reflect this labialization, a similar development is characteristic of Chinese (cf. Mandarin <latinform>ku³</latinform> &apos;bitter&apos; from <xref ref=""229"">#229</xref>). See STC p. 186.</par><par>For a phonosemantically similar root, see <xref ref=""3399"">#3399</xref>.</par>"
1833	T	"<par>Prefixal <latinform>*s-</latinform> is set up because of the WB creaky tone, while the velar prefix is reconstructed on the basis of the Pumi forms.</par><par>This root seems quite distinct from <xref ref=""115"">#115</xref>.</par>"
217	T	<par>Written Tibetan has both an <latinform>r-</latinform> and an <latinform>s-</latinform> prefix, with the former apparently metathesized to a glide in other languages (Apatani, Tshona, Tamang).</par><par>The Tangut form may reflect the nasal allofam, although its cognacy is by no means certain.</par><par>The first member of the Apatani doublet <latinform>har-č(ʰ)eʔ</latinform> &apos;groin&apos; and <latinform>kʰrjɯ-po</latinform> &apos;waist&apos; has a palatal affricate initial, similar to the Lepcha and Hpun forms, leading one to wonder whether two separate roots are involved.</par>
1795	T	"<par>There is a possible relationship between this root and <xref ref=""540"">#540</xref>, the latter also now being reconstructed with a medial glide. Cf. also <xref ref=""2260"">#2260</xref>.</par>"
1795	T	<par>The final <latinform>*-t</latinform> in this meso-root is unexplained, but we are including it here for now. </par>
1795	F	<par><hanform>咳</hanform> OC <latinform>*k’əg</latinform>, GSR #937g &apos;cough&apos;; B &amp; S 2011: <latinform>*kʰˁək-s</latinform>; Mand. <latinform>ké</latinform>.</par>
2410	F	<par><hanform>姪</hanform> OC <latinform>*d’iet</latinform>, GSR #413o-p<br /><hanform>姪</hanform> OC <latinform>*dʼi̯ĕt</latinform>, GSR #413o-p; Mand. <latinform>zhí</latinform>.</par><par>Note: nominalizing final <latinform>*-t</latinform> in Chinese.</par>
5676	T	<par>The Tamangic forms are evidently borrowings from Tibetan, as honorific terms generally are.</par>
14	T	<par>From Tai - ‘classifier for animals; self’  PTai <reconstruction>*tue⪤*due</reconstruction> [NT] (cf. Si. <latinform>tua</latinform>); HCT pp.99, 283.</par>
6385	F	"<par><hanform>淈</hanform> OC <latinform>*kwət</latinform> ~ <latinform>*g’wət</latinform>, GSR #496o &apos;dirt; to sully&apos;; Schuessler 2007:258 <latinform>*kût</latinform> ~ <latinform>*gût</latinform>; B &amp; S 2011: <latinform>*kˁut</latinform> ~ <latinform>*gˁut</latinform>; Mand. <latinform>gǔ</latinform>.</par><par><latinform>Comment:</latinform> Also see comparanda for <xref ref=""2088"">#2088</xref>.</par>"
1612	T	<par>This etymon is extremely widespread in TB with the meaning HOUSE (see STC #53). It appears as second element in compounds meaning WOMB / PLACENTA, where the first element means CHILD.</par><par>This root shows vocalic variation between <reconstruction>*-u-</reconstruction> and <reconstruction>*-i-</reconstruction>. Some languages have reflexes with initial velar stop, but others (e.g. Lushai [Mizo], WB) point to a variant beginning with <latinform>y-</latinform> or <latinform>i-</latinform>; that is, some languages have treated the velar as a prefix.</par>
